School year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2010-2011,BRONX,New York City Geographic District # 8,Soundview Academy For Culture And Scholarship,320800010448,Junior High School,New York City,Public,217,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,26,1,16,0,0,0,3,0,3,0,0,0,0,0,2,1,0,33
2010-2011,BRONX,New York City Geographic District # 8,Urban Assembly For Civic Engagement,320800010366,Junior High School,New York City,Public,353,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,32,2,5,0,0,0,1,0,1,1,0,0,0,0,3,1,1,11
2010-2011,BRONX,New York City Geographic District # 8,Urban Institute Of Mathematics,320800010371,Middle School,New York City,Public,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,17,0,0,0,2,0,1,0,1,0,0,0,3,0,0,12
2010-2011,BRONX,New York City Geographic District # 8,Women'S Academy Of Excellence,320800011282,Senior High,New York City,Public,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13
2010-2011,BRONX,New York City Geographic District # 9,Academy For Language And Technology,320900011365,Senior High,New York City,Public,364,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,11,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,6
2010-2011,BRONX,New York City Geographic District # 9,Bronx Center For Science And Mathematics,320900011260,Senior High,New York City,Public,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27
2010-2011,BRONX,New York City Geographic District # 9,Bronx Collelgiate Academy,320900011227,Senior High,New York City,Public,361,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,1,0,12,0,11,0,0,0,0,0,1,0,1,0,0,0,0,1,0,29
2010-2011,BRONX,New York City Geographic District # 9,Bronx Early College Academy For Teaching And Learning,320900011324,Junior Senior School,New York City,Public,377,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,22,0,15,0,0,0,2,0,2,0,1,0,0,0,2,0,1,8
2010-2011,BRONX,New York City Geographic District # 9,Bronx High School For Medical Science,320900011413,Junior Senior School,New York City,Public,434,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,15,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
2010-2011,BRONX,New York City Geographic District # 9,Bronx High School Of Business,320900011412,Senior High,New York City,Public,439,0,0,0,0,0,5,0,0,0,0,1,0,0,1,4,0,1,1,24,0,15,0,0,0,1,0,0,0,1,0,0,3,1,1,2,45
2010-2011,BRONX,New York City Geographic District # 9,Bronx International High School,320900011403,Senior High,New York City,Public,401,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Bronx Leadership Academy High School,320900011525,Senior High,New York City,Public,652,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
2010-2011,BRONX,New York City Geographic District # 9,"Bronx School For Law, Government And Justice",320900011505,Junior Senior School,New York City,Public,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,0,0,0,0,0,5,0,0,5
2010-2011,BRONX,New York City Geographic District # 9,Bronx Writing Academy,320900010323,Middle School,New York City,Public,509,0,0,0,0,0,2,0,0,0,0,1,0,0,1,3,0,0,1,40,2,11,0,0,0,2,0,3,0,0,0,0,0,3,0,1,18
2010-2011,BRONX,New York City Geographic District # 9,Comprehensive Model School Project Ms 327,320900010327,Middle School,New York City,Public,363,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,2,18,0,6,0,0,0,0,0,1,0,0,0,0,0,3,0,0,9
2010-2011,BRONX,New York City Geographic District # 9,Dreamyard Preparatory School,320900011329,Senior High,New York City,Public,348,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,8,0,0,0,1,0,3,0,0,0,0,1,1,3,2,77
2010-2011,BRONX,New York City Geographic District # 9,Eagle Academy For Young Men,320900011231,Senior High,New York City,Public,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,10,0,0,0,1,0,4,0,0,0,0,0,3,1,0,2
2010-2011,BRONX,New York City Geographic District # 9,Eximius College Preparatory Academy,320900011250,Junior Senior School,New York City,Public,359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
2010-2011,BRONX,New York City Geographic District # 9,Family School (The),320900010443,Elementary,New York City,Public,391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Frederick Douglas Academy Iii Secondary School,320900011517,Junior Senior School,New York City,Public,609,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,1,0,1,12,0,5,0,0,0,1,0,0,0,0,0,0,3,0,1,0,12
2010-2011,BRONX,New York City Geographic District # 9,Grant Avenue Elementary School,320900010449,Elementary,New York City,Public,227,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2010-2011,BRONX,New York City Geographic District # 9,High School For Violin And Dance,320900011543,Senior High,New York City,Public,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
2010-2011,BRONX,New York City Geographic District # 9,Is 117 Joseph H Wade,320900010117,Middle School,New York City,Public,772,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,4,18,0,7,0,0,0,2,0,4,0,0,0,0,0,2,1,0,16
2010-2011,BRONX,New York City Geographic District # 9,Is 219 New Venture School,320900010219,Middle School,New York City,Public,443,0,0,0,0,0,1,0,0,0,1,1,0,0,2,6,0,2,4,25,1,12,0,0,0,1,0,2,0,1,0,0,2,0,1,0,50
2010-2011,BRONX,New York City Geographic District # 9,Is 229 Roland Patterson,320900010229,Middle School,New York City,Public,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,13
2010-2011,BRONX,New York City Geographic District # 9,Is 232,320900010232,Middle School,New York City,Public,431,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,1,3,21,1,4,0,0,0,2,0,0,0,1,0,0,0,5,0,0,5
2010-2011,BRONX,New York City Geographic District # 9,Is 303 Leadership & Comm Service,320900010303,Middle School,New York City,Public,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Is 313 School Of Leadership Development,320900010313,Junior Senior School,New York City,Public,448,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Is 339,320900010339,Middle School,New York City,Public,799,0,0,0,0,0,4,0,0,0,4,1,0,0,1,14,0,5,1,55,0,15,0,0,0,3,0,0,0,1,0,0,0,1,0,1,9
2010-2011,BRONX,New York City Geographic District # 9,Jhs 145 Arturo Toscanini,320900010145,Middle School,New York City,Public,472,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Jhs 166 Roberto Clemente,320900010166,Junior High School,New York City,Public,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010-2011,BRONX,New York City Geographic District # 9,Jhs 22 Jordan L Mott,320900010022,Middle School,New York City,Public,644,0,0,0,0,0,2,0,0,0,1,0,0,0,1,6,0,1,5,66,1,13,0,0,0,5,0,1,0,0,0,0,0,5,1,0,26
2010-2011,BRONX,New York City Geographic District # 9,Jonathan Levin Hs Of Media And Communications,320900011414,Senior High,New York City,Public,415,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,35,1,20,0,0,0,4,0,8,0,0,0,0,2,0,1,1,115
2010-2011,BRONX,New York City Geographic District # 9,Kappa,320900010215,Middle School,New York City,Public,427,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
2010-2011,BRONX,New York City Geographic District # 9,Leadership Institute,320900011276,Senior High,New York City,Public,263,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,11,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,5
2010-2011,BRONX,New York City Geographic District # 9,Morris Academy For Collaborative Studies,320900011297,Senior High,New York City,Public,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,1,38
2010-2011,BRONX,New York City Geographic District # 9,Mott Hall Bronx High School,320900011252,Senior High,New York City,Public,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,1,0,0,0,0,0,1,2,4,19
2010-2011,BRONX,New York City Geographic District # 9,Mott Hall Iii,320900010128,Middle School,New York City,Public,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2010-2011,BRONX,New York City Geographic District # 9,New Millennium Business Academy Middle School,320900010328,Middle School,New York City,Public,209,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,1,7,1,20,0,0,0,2,0,1,0,0,0,0,0,0,3,0,6
2010-2011,BRONX,New York City Geographic District # 9,Ps 109 Sedgwick,320900010109,Elementary,New York City,Public,781,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,8,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps 11 Highbridge,320900010011,Elementary,New York City,Public,737,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,2,5,15,3,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,1
2010-2011,BRONX,New York City Geographic District # 9,Ps 110 Theodore Schoenfeld,320900010110,Elementary,New York City,Public,452,0,0,0,0,0,1,0,0,0,2,0,0,0,1,9,0,0,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2010-2011,BRONX,New York City Geographic District # 9,Ps 114 Luis Lorens Torres School,320900010114,Elementary,New York City,Public,866,0,0,0,0,0,9,0,0,0,1,0,0,0,0,4,1,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
2010-2011,BRONX,New York City Geographic District # 9,Ps 126 Dr Marjorie H Dunbar,320900010126,Elementary,New York City,Public,741,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
2010-2011,BRONX,New York City Geographic District # 9,Ps 132 Garrett A Morgan,320900010132,Elementary,New York City,Public,552,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17,0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps 163 Arthur A Schomberg,320900010163,Elementary,New York City,Public,687,0,0,0,0,0,7,0,0,0,0,0,0,0,4,9,1,3,4,24,1,5,0,0,0,0,0,1,0,2,0,0,0,2,0,0,13
2010-2011,BRONX,New York City Geographic District # 9,Ps 170,320900010170,Elementary,New York City,Public,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps 199 The Shakespeare School,320900010199,Elementary,New York City,Public,741,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,3,11,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
2010-2011,BRONX,New York City Geographic District # 9,Ps 2 Morrisania,320900010002,Elementary,New York City,Public,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2010-2011,BRONX,New York City Geographic District # 9,Ps 204 Morris Heights,320900010204,Elementary,New York City,Public,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
2010-2011,BRONX,New York City Geographic District # 9,Ps 230 Dr Roland N Patterson,320900010230,Elementary,New York City,Public,470,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps 236 Langston Hughes,320900010236,Elementary,New York City,Public,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps 28 Mount Hope,320900010028,Elementary,New York City,Public,763,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1
2010-2011,BRONX,New York City Geographic District # 9,Ps 35 Franz Siegel,320900010035,Elementary,New York City,Public,661,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps 42 Claremont,320900010042,Elementary,New York City,Public,544,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,5,16,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2
2010-2011,BRONX,New York City Geographic District # 9,Ps 53 Basheer Quisim,320900010053,Elementary,New York City,Public,1330,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps 55 Benjamin Franklin,320900010055,Elementary,New York City,Public,699,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,1,3,8,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps 58,320900010058,Elementary,New York City,Public,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,37,1,6,0,0,0,1,0,1,0,0,0,0,0,2,0,0,4
2010-2011,BRONX,New York City Geographic District # 9,Ps 63 Author'S Academy,320900010063,Elementary,New York City,Public,597,0,0,0,0,0,2,0,0,0,1,0,0,0,2,8,0,1,1,39,0,5,0,0,0,2,0,2,0,1,0,0,0,1,0,0,9
2010-2011,BRONX,New York City Geographic District # 9,Ps 64 Pura Belpre,320900010064,Elementary,New York City,Public,828,0,0,0,0,0,6,0,0,0,1,0,0,0,5,12,0,3,2,17,0,2,0,0,0,1,0,1,0,0,0,0,0,4,0,0,1
2010-2011,BRONX,New York City Geographic District # 9,Ps 70 Max Schoenfeld,320900010070,Elementary,New York City,Public,1360,0,0,0,0,0,4,0,0,0,0,0,0,0,3,12,1,1,0,5,2,1,0,0,0,0,0,2,0,1,0,0,0,4,0,0,2
2010-2011,BRONX,New York City Geographic District # 9,Ps 73 Bronx,320900010073,Elementary,New York City,Public,898,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,1,25,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11
2010-2011,BRONX,New York City Geographic District # 9,Ps 88 S Silverstein Little Sparrow School,320900010088,Elementary,New York City,Public,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps 90 George Meany,320900010090,Elementary,New York City,Public,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Ps/Is 218 Rafael Hernandez Dual Language Magnet School,320900010218,Elementary,New York City,Public,814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2010-2011,BRONX,New York City Geographic District # 9,Ps/Ms 4 Crotona Park West,320900010004,Elementary,New York City,Public,435,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,22,1,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,11
2010-2011,BRONX,New York City Geographic District # 9,School For Excellence,320900011404,Senior High,New York City,Public,433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,10,0,0,0,1,0,1,0,0,0,0,1,2,0,0,13
2010-2011,BRONX,New York City Geographic District # 9,Science And Technology Academy:  A Mott Hall School,320900010454,Junior High School,New York City,Public,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Sheridan Academy For Young Leaders,320900010457,Elementary,New York City,Public,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District # 9,Urban Assembly Acad-History And Citizenship For Young Men,320900011239,Senior High,New York City,Public,231,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,7,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,8
2010-2011,BRONX,New York City Geographic District # 9,Urban Assembly School For Applied Math And Science,320900011241,Junior Senior School,New York City,Public,590,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,2
2010-2011,BRONX,New York City Geographic District # 9,Urban Science Academy,320900010325,Middle School,New York City,Public,424,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,42,0,2,0,0,0,4,0,2,0,0,0,0,0,3,0,1,37
2010-2011,BRONX,New York City Geographic District # 9,Validus Preparatory Academy,320900011263,Senior High,New York City,Public,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2010-2011,BRONX,New York City Geographic District #10,Academy For Personal Leadership And Excellence,321000010363,Junior High School,New York City,Public,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
2010-2011,BRONX,New York City Geographic District #10,Ampark Neighborhood,321000010344,Elementary,New York City,Public,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District #10,Angelo Patri Middle School (The),321000010391,Middle School,New York City,Public,633,0,0,0,0,0,1,0,0,0,1,0,0,0,2,5,0,3,4,10,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
2010-2011,BRONX,New York City Geographic District #10,Belmont Preperatory High School,321000011434,Senior High,New York City,Public,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,6,0,0,0,1,0,4,1,0,0,0,2,0,0,1,40
2010-2011,BRONX,New York City Geographic District #10,Bronx Dance Academy School,321000010308,Middle School,New York City,Public,286,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,8,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,15
2010-2011,BRONX,New York City Geographic District #10,Bronx Engineering And Technology Academy,321000011213,Senior High,New York City,Public,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0
2010-2011,BRONX,New York City Geographic District #10,Bronx High School Of Science,321000011445,Senior High,New York City,Public,3017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,7,0,0,0,0,0,0,4,5,27
2010-2011,BRONX,New York City Geographic District #10,Bronx High School-Law And Community Services,321000011439,Senior High,New York City,Public,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1
2010-2011,BRONX,New York City Geographic District #10,Bronx School Of Law And Finance,321000011284,Senior High,New York City,Public,410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,8,0,7,0,0,0,0,0,1,0,0,0,0,3,0,2,1,25
2010-2011,BRONX,New York City Geographic District #10,Bronx School Of Science Inquiry & Investigation,321000010331,Middle School,New York City,Public,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,0,17,0,0,0,3,0,1,0,2,0,0,0,1,0,0,17
2010-2011,BRONX,New York City Geographic District #10,Bronx Theatre High School,321000011546,Senior High,New York City,Public,429,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,2,25,0,12,0,0,0,0,0,3,0,0,0,0,4,0,0,2,37
2010-2011,BRONX,New York City Geographic District #10,Celia Cruz Bronx High School Of Music (The),321000011442,Senior High,New York City,Public,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,6
2010-2011,BRONX,New York City Geographic District #10,Creston Academy,321000010447,Junior High School,New York City,Public,234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,1,4,0,0,0,3,0,1,0,0,0,0,0,1,0,0,4
2010-2011,BRONX,New York City Geographic District #10,Dewitt Clinton High School,321000011440,Senior High,New York City,Public,4417,0,0,0,0,0,2,0,1,1,0,1,0,0,4,22,4,4,7,68,2,25,0,0,0,2,0,4,0,0,0,0,31,2,6,7,59
2010-2011,BRONX,New York City Geographic District #10,Discovery High School,321000011549,Senior High,New York City,Public,503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7,0,6,0,0,0,0,0,1,0,0,0,0,0,5,2,0,15
2010-2011,BRONX,New York City Geographic District #10,East Fordham Academy For The Arts,321000011459,Junior High School,New York City,Public,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,11,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12
2010-2011,BRONX,New York City Geographic District #10,"Elementary School For Math, Science And Technology",321000010382,Elementary,New York City,Public,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-2011,BRONX,New York City Geographic District #10,English Language Learners And International Support,321000011397,Senior High,New York City,Public,238,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,BRONX,New York City Geographic District #10,Fordham High School For The Arts,321000011437,Senior High,New York City,Public,373,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,3,2
2010-2011,BRONX,New York City Geographic District #10,Fordham Leadership Academy For Business & Technology,321000011438,Senior High,New York City,Public,464,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,8,0,9,0,0,0,0,0,1,0,0,0,0,7,0,5,1,6
2010-2011,BRONX,New York City Geographic District #10,Grace H Dodge Career And Technical High School,321000011660,Senior High,New York City,Public,1374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,25,0,4,0,0,0,1,0,1,0,1,0,0,8,2,2,0,9
2010-2011,BRONX,New York City Geographic District #10,High School For Teaching And The Professions,321000011433,Senior High,New York City,Public,468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,1,0,0,0,4,0,1,0,9
2010-2011,BRONX,New York City Geographic District #10,High School Of American Studies At Lehman College,321000011696,Senior High,New York City,Public,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-2011,BRONX,New York City Geographic District #10,In-Tech Academy (Ms/Hs 368),321000010368,Junior Senior School,New York City,Public,1119,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,11,1,2,0,0,0,0,0,3,0,0,0,0,0,0,3,1,6
2010-2011,BRONX,New York City Geographic District #10,International School For Liberal Arts,321000011342,Junior Senior School,New York City,Public,559,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2
2010-2011,BRONX,New York City Geographic District #10,Is 206 Ann Mersereau,321000010206,Middle School,New York City,Public,393,0,0,0,0,0,5,0,0,0,0,0,0,0,2,3,1,0,3,61,1,10,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3
2010-2011,BRONX,New York City Geographic District #10,Is 254,321000010254,Middle School,New York City,Public,453,0,0,0,0,0,4,0,1,0,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2
2010-2011,BRONX,New York City Geographic District #10,Jhs 118 William W Niles,321000010118,Middle School,New York City,Public,1160,0,0,0,0,0,6,0,0,0,2,0,0,0,0,3,0,2,1,74,0,28,0,0,0,5,0,8,0,0,0,0,0,10,2,0,65
2010-2011,BRONX,New York City Geographic District #10,Jhs 80 The Mosholu Parkway,321000010080,Middle School,New York City,Public,652,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,1,0,3,35,1,7,0,0,0,3,0,2,0,2,0,0,0,4,0,2,8
2010-2011,BRONX,New York City Geographic District #10,John F Kennedy High School,321000011475,Senior High,New York City,Public,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,0,2,0,0,0,1,0,0,0,0,0,0,12,0,1,0,1
2010-2011,BRONX,New York City Geographic District #10,Jonas Bronck Academy,321000010228,Middle School,New York City,Public,239,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
