School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon Possession Through Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2012-2013,Bronx,New York City Geographic District # 8,Ps 48 Joseph R Drake,320800010048,Elementary,New York City,Public,828,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2012-2013,Bronx,New York City Geographic District # 8,Ps 62 Inocensio Casanova,320800010062,Elementary,New York City,Public,747,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 8,Ps 69 Journey Prep School,320800010069,Elementary,New York City,Public,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 8,Ps 71 Rose E Scala,320800010071,Elementary,New York City,Public,1664,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2012-2013,Bronx,New York City Geographic District # 8,Ps 72 Dr William Dorney,320800010072,Elementary,New York City,Public,888,0,0,0,0,0,7,0,0,1,1,0,0,0,1,8,0,1,5,5,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
2012-2013,Bronx,New York City Geographic District # 8,Ps 75,320800010075,Elementary,New York City,Public,590,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,31,0,9,0,0,0,2,0,1,0,7,0,0,0,0,0,0,15
2012-2013,Bronx,New York City Geographic District # 8,Ps 93 Albert G Oliver,320800010093,Elementary,New York City,Public,379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 8,Renaissance High School For Musical Theater And Technology,320800011293,Senior High,New York City,Public,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,7,0,0,0,0,0,0,0,0,0,0,0,1,4,0,16
2012-2013,Bronx,New York City Geographic District # 8,School For Community Research And Learning,320800011540,Senior High,New York City,Public,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,7
2012-2013,Bronx,New York City Geographic District # 8,School For Inquiry And Social Justice (the),320800010337,Middle,New York City,Public,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,8,0,0,0,2,0,0,0,0,0,0,0,3,1,0,8
2012-2013,Bronx,New York City Geographic District # 8,School For Tourism And Hospitality,320800011559,,New York City,Public,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
2012-2013,Bronx,New York City Geographic District # 8,Soundview Academy For Culture And Scholarship,320800010448,Junior High,New York City,Public,299,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,12,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45
2012-2013,Bronx,New York City Geographic District # 8,Urban Assembly For Civic Engagement,320800010366,Junior High,New York City,Public,194,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,2,30,1,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11
2012-2013,Bronx,New York City Geographic District # 8,Urban Institute Of Mathematics,320800010371,Middle,New York City,Public,288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,19,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2012-2013,Bronx,New York City Geographic District # 8,Westchester Square Academy,320800011558,,New York City,Public,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2012-2013,Queens,New York City Geographic District #26,Ps 31 Bayside,342600010031,Elementary,New York City,Public,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 8,Women's Academy Of Excellence,320800011282,Senior High,New York City,Public,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,1,0,0,2,1,0,0,18
2012-2013,Bronx,New York City Geographic District # 9,Academy For Language And Technology,320900011365,Senior High,New York City,Public,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
2012-2013,Bronx,New York City Geographic District # 9,Bronx Center For Science And Mathematics,320900011260,Senior High,New York City,Public,447,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2
2012-2013,Bronx,New York City Geographic District # 9,Bronx Collelgiate Academy,320900011227,Senior High,New York City,Public,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18
2012-2013,Bronx,New York City Geographic District # 9,Bronx Early College Academy For Teaching And Learning,320900011324,Junior-Senior High,New York City,Public,536,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,20,0,13,0,0,0,1,0,2,0,0,0,0,0,2,1,1,10
2012-2013,Bronx,New York City Geographic District # 9,Bronx High School For Medical Science,320900011413,Junior-Senior High,New York City,Public,465,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2012-2013,Bronx,New York City Geographic District # 9,Bronx High School Of Business,320900011412,Senior High,New York City,Public,372,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,0,1,0,17,0,3,0,0,0,1,0,1,0,0,0,0,0,1,1,0,17
2012-2013,Bronx,New York City Geographic District # 9,Bronx International High School,320900011403,Senior High,New York City,Public,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Bronx Leadership Academy High School,320900011525,Senior High,New York City,Public,688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,"Bronx School For Law, Government And Justice",320900011505,Junior-Senior High,New York City,Public,765,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0
2012-2013,Bronx,New York City Geographic District # 9,Bronx Writing Academy,320900010323,Middle,New York City,Public,493,0,0,0,0,0,2,0,2,0,0,1,0,0,0,8,2,1,1,21,0,6,0,0,0,2,0,0,0,0,0,0,0,1,2,0,17
2012-2013,Bronx,New York City Geographic District # 9,Claremont International High School,320900011564,,New York City,Public,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Comprehensive Model School Project Ms 327,320900010327,Middle,New York City,Public,466,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,12,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14
2012-2013,Bronx,New York City Geographic District # 9,Dreamyard Preparatory School,320900011329,Senior High,New York City,Public,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9
2012-2013,Bronx,New York City Geographic District # 9,Eagle Academy For Young Men,320900011231,Senior High,New York City,Public,591,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7,1,3,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Eximius College Preparatory Academy,320900011250,Junior-Senior High,New York City,Public,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5
2012-2013,Bronx,New York City Geographic District # 9,Family School (the),320900010443,Elementary,New York City,Public,540,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Frederick Douglass Academy Iii Secondary School,320900011517,Junior-Senior High,New York City,Public,453,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2012-2013,Bronx,New York City Geographic District # 9,Grant Avenue Elementary School,320900010449,Elementary,New York City,Public,371,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2012-2013,Bronx,New York City Geographic District # 9,High School For Violin And Dance,320900011543,Senior High,New York City,Public,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
2012-2013,Bronx,New York City Geographic District # 9,Is 117 Joseph H Wade ,320900010117,Middle,New York City,Public,666,0,0,0,0,0,4,0,0,0,2,0,0,0,0,8,0,1,0,9,4,3,0,0,0,4,0,1,0,0,0,0,0,4,1,0,0
2012-2013,Bronx,New York City Geographic District # 9,Is 219 New Venture School,320900010219,Middle,New York City,Public,403,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,1,3,16,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
2012-2013,Bronx,New York City Geographic District # 9,Is 229 Roland Patterson,320900010229,Middle,New York City,Public,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6
2012-2013,Bronx,New York City Geographic District # 9,Is 232,320900010232,Middle,New York City,Public,521,0,0,0,0,0,6,0,0,0,1,0,0,0,1,2,0,3,0,20,3,2,0,0,0,2,0,2,0,0,0,0,0,0,1,1,3
2012-2013,Bronx,New York City Geographic District # 9,Is 303 Leadership & Comm Service,320900010303,Middle,New York City,Public,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2012-2013,Bronx,New York City Geographic District # 9,Is 313 School Of Leadership Development,320900010313,Junior-Senior High,New York City,Public,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-2013,Bronx,New York City Geographic District # 9,Is 339,320900010339,Middle,New York City,Public,656,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,2,8,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2
2012-2013,Bronx,New York City Geographic District # 9,Jhs 145 Arturo Toscanini ,320900010145,Middle,New York City,Public,455,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Jhs 22 Jordan L Mott ,320900010022,Middle,New York City,Public,664,0,0,0,0,0,1,0,0,0,0,2,0,0,2,10,0,3,4,76,3,37,0,0,0,5,0,2,1,1,0,0,1,6,2,0,33
2012-2013,Bronx,New York City Geographic District # 9,Jonathan Levin Hs Of Media And Communications,320900011414,Senior High,New York City,Public,362,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,28,0,13,0,0,0,2,0,6,0,0,0,0,3,1,1,0,15
2012-2013,Bronx,New York City Geographic District # 9,Kappa,320900010215,Middle,New York City,Public,388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012-2013,Bronx,New York City Geographic District # 9,Leadership Institute,320900011276,Senior High,New York City,Public,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2
2012-2013,Bronx,New York City Geographic District # 9,Morris Academy For Collaborative Studies,320900011297,Senior High,New York City,Public,433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1
2012-2013,Bronx,New York City Geographic District # 9,Mott Hall Bronx High School,320900011252,Senior High,New York City,Public,361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,6,0,0,0,0,0,2,0,0,0,0,0,3,2,0,6
2012-2013,Bronx,New York City Geographic District # 9,Mott Hall Iii,320900010128,Middle,New York City,Public,354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2
2012-2013,Bronx,New York City Geographic District # 9,Mount Eden Children's Academy,320900010555,,New York City,Public,140,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,New Millennium Business Academy Middle School,320900010328,Middle,New York City,Public,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 109 Sedgwick,320900010109,Elementary,New York City,Public,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2
2012-2013,Bronx,New York City Geographic District # 9,Ps 11 Highbridge,320900010011,Elementary,New York City,Public,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 110 Theodore Schoenfeld,320900010110,Elementary,New York City,Public,456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,5,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 114 Luis Lorens Torres School,320900010114,Elementary,New York City,Public,846,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 126 Dr Marjorie H Dunbar,320900010126,Elementary,New York City,Public,766,0,0,0,0,0,2,0,0,0,0,0,0,0,3,9,0,0,2,10,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1
2012-2013,Bronx,New York City Geographic District # 9,Ps 132 Garrett A Morgan,320900010132,Elementary,New York City,Public,508,0,0,0,0,0,2,0,0,0,0,1,0,0,2,9,0,1,9,7,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
2012-2013,Bronx,New York City Geographic District # 9,Ps 163 Arthur A Schomberg,320900010163,Elementary,New York City,Public,583,0,0,0,0,0,5,0,0,0,0,0,0,0,2,10,0,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 170,320900010170,Elementary,New York City,Public,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 199 The Shakespeare School,320900010199,Elementary,New York City,Public,764,0,0,0,0,0,3,0,0,0,2,1,0,0,2,1,0,0,0,7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 204 Morris Heights,320900010204,Elementary,New York City,Public,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-2013,Bronx,New York City Geographic District # 9,Ps 230 Dr Roland N Patterson,320900010230,Elementary,New York City,Public,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 236 Langston Hughes,320900010236,Elementary,New York City,Public,404,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 28 Mount Hope,320900010028,Elementary,New York City,Public,722,0,0,0,0,0,5,0,0,0,1,0,0,0,1,15,0,4,9,43,4,3,0,0,0,5,0,1,0,0,0,0,0,2,1,0,3
2012-2013,Bronx,New York City Geographic District # 9,Ps 35 Franz Siegel,320900010035,Elementary,New York City,Public,638,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 42 Claremont,320900010042,Elementary,New York City,Public,469,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,2,10,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2
2012-2013,Bronx,New York City Geographic District # 9,Ps 53 Basheer Quisim,320900010053,Elementary,New York City,Public,1347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 55 Benjamin Franklin,320900010055,Elementary,New York City,Public,670,0,0,0,0,0,2,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 58,320900010058,Elementary,New York City,Public,458,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Bronx,New York City Geographic District # 9,Ps 63 Author's Academy,320900010063,Elementary,New York City,Public,611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 64 Pura Belpre,320900010064,Elementary,New York City,Public,860,0,0,0,0,0,5,0,0,0,0,0,0,0,2,13,0,0,4,13,2,4,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1
2012-2013,Bronx,New York City Geographic District # 9,Ps 70 Max Schoenfeld,320900010070,Elementary,New York City,Public,1360,0,0,0,0,0,8,0,0,0,0,2,0,0,4,4,0,4,0,21,1,4,0,0,1,2,0,5,0,0,0,0,0,0,0,0,3
2012-2013,Bronx,New York City Geographic District # 9,Ps 73 Bronx,320900010073,Elementary,New York City,Public,849,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps 88 S Silverstein Little Sparrow School,320900010088,Elementary,New York City,Public,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Ps/is 218 Rafael Hernandez Dual Language Magnet School,320900010218,Elementary,New York City,Public,898,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,2,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3
2012-2013,Bronx,New York City Geographic District # 9,Ps/ms 4 Crotona Park West,320900010004,Elementary,New York City,Public,528,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2012-2013,Bronx,New York City Geographic District # 9,School For Excellence ,320900011404,Senior High,New York City,Public,387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,0,9,0,0,0,0,0,0,0,1,0,0,2,1,1,0,2
2012-2013,Bronx,New York City Geographic District # 9,Science And Technology Academy:  A Mott Hall School,320900010454,Junior High,New York City,Public,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2012-2013,Bronx,New York City Geographic District # 9,Sheridan Academy For Young Leaders,320900010457,Elementary,New York City,Public,593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
2012-2013,Bronx,New York City Geographic District # 9,Urban Assembly Acad-history And Citizenship For Young Men,320900011239,Senior High,New York City,Public,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District # 9,Urban Assembly School For Applied Math And Science,320900011241,Junior-Senior High,New York City,Public,599,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
2012-2013,Bronx,New York City Geographic District # 9,Urban Science Academy ,320900010325,Middle,New York City,Public,409,0,0,0,0,0,1,0,0,0,3,3,0,0,1,2,0,1,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
2012-2013,Bronx,New York City Geographic District # 9,Validus Preparatory Academy,320900011263,Senior High,New York City,Public,376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-2013,Bronx,New York City Geographic District # 9,Young Women's Leadership School Of The Bronx,320900010568,,New York City,Public,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District #10,Academy For Personal Leadership And Excellence,321000010363,Junior High,New York City,Public,395,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,13,0,5,0,0,0,0,0,1,0,0,0,0,0,2,1,0,10
2012-2013,Bronx,New York City Geographic District #10,Angelo Patri Middle School (the),321000010391,Middle,New York City,Public,632,0,0,0,0,0,3,0,1,0,2,2,0,0,0,3,0,0,2,28,1,4,0,0,0,2,0,1,0,0,0,0,0,6,3,0,3
2012-2013,Bronx,New York City Geographic District #10,Belmont Preparatory High School,321000011434,Senior High,New York City,Public,404,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,8,0,9,0,0,0,3,0,0,0,0,0,0,6,0,0,2,31
2012-2013,Bronx,New York City Geographic District #10,Bronx Dance Academy School,321000010308,Middle,New York City,Public,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2012-2013,Bronx,New York City Geographic District #10,Bronx Engineering And Technology Academy ,321000011213,Senior High,New York City,Public,411,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,4
2012-2013,Bronx,New York City Geographic District #10,Bronx High School Of Science,321000011445,Senior High,New York City,Public,3054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,11
2012-2013,Bronx,New York City Geographic District #10,Bronx High School-law And Community Service,321000011439,Senior High,New York City,Public,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,1,0,1,0,0,0,0,3,1,1,0,1
2012-2013,Bronx,New York City Geographic District #10,Bronx School Of Law And Finance,321000011284,Senior High,New York City,Public,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,1,0,0,0,2,0,0,3,0,3,0,5
2012-2013,Bronx,New York City Geographic District #10,Bronx Theatre High School,321000011546,Senior High,New York City,Public,425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,11,0,11,0,0,0,1,0,3,0,0,0,0,2,1,2,0,15
2012-2013,Bronx,New York City Geographic District #10,Celia Cruz Bronx High School Of Music (the),321000011442,Senior High,New York City,Public,425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0
2012-2013,Bronx,New York City Geographic District #10,Creston Academy,321000010447,Junior High,New York City,Public,409,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2012-2013,Bronx,New York City Geographic District #10,Crotona International High School,321000011524,,New York City,Public,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Bronx,New York City Geographic District #10,Dewitt Clinton High School,321000011440,Senior High,New York City,Public,3490,0,0,0,0,0,1,0,1,1,0,1,0,0,2,10,1,0,0,69,1,16,0,0,0,3,0,3,0,1,0,0,21,0,7,0,14
2012-2013,Bronx,New York City Geographic District #10,Discovery High School,321000011549,Senior High,New York City,Public,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2012-2013,Bronx,New York City Geographic District #10,East Fordham Academy For The Arts,321000011459,Junior High,New York City,Public,308,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,1,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
2012-2013,Bronx,New York City Geographic District #10,"Elementary School For Math, Science And Technology",321000010382,Elementary,New York City,Public,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Bronx,New York City Geographic District #10,English Language Learners And International Support,321000011397,Senior High,New York City,Public,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Bronx,New York City Geographic District #10,Fordham High School For The Arts,321000011437,Senior High,New York City,Public,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
2012-2013,Bronx,New York City Geographic District #10,Fordham Leadership Academy For Business & Technology,321000011438,Senior High,New York City,Public,422,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1
